N,P,K,temperature,humidity,ph,rainfall,soil_moisture,label
20,26,24,25.4,82.2,6.1,218.3,65,pulses
74,53,37,24.4,62.0,6.7,178.7,45,maize
67,40,53,26.6,88.7,6.7,275.4,84,sugarcane
71,41,58,26.6,75.0,6.6,276.0,72,sugarcane
86,53,57,22.5,89.2,6.4,204.8,71,rice
55,31,31,27.0,61.9,6.1,89.7,33,barley
57,56,44,26.7,67.2,6.6,111.2,35,wheat
73,45,53,28.1,82.1,6.9,286.4,74,sugarcane
84,51,38,24.5,76.2,6.9,171.2,50,maize
91,56,50,24.6,76.4,6.5,223.9,78,rice
87,58,42,24.0,61.6,6.7,169.6,49,maize
76,49,63,27.0,79.8,6.8,240.1,83,sugarcane
82,50,40,22.4,71.3,6.7,188.7,54,maize
74,43,63,26.8,88.8,6.4,245.2,72,sugarcane
51,52,47,24.4,68.0,7.1,100.1,42,wheat
73,35,60,28.9,78.2,6.6,171.2,66,groundnut
86,51,36,24.2,63.8,6.7,192.8,57,maize
86,60,41,22.9,61.7,6.7,135.2,46,maize
66,52,64,26.4,76.9,6.3,260.2,74,sugarcane
82,52,55,20.1,77.6,6.7,183.6,62,rice
26,28,27,23.6,85.2,5.5,234.8,69,pulses
45,54,51,29.8,58.0,6.1,119.9,29,millet
69,40,64,26.6,72.3,6.6,145.8,55,groundnut
52,32,38,27.7,61.4,5.6,119.5,30,barley
45,46,54,31.5,57.8,6.3,118.0,27,millet
81,45,45,20.5,81.2,6.8,184.4,69,rice
56,49,50,28.8,74.4,6.7,162.3,62,cotton
47,31,32,29.9,60.1,6.0,81.0,30,barley
90,55,44,21.3,65.5,6.8,188.0,46,maize
49,35,40,25.3,59.9,6.1,112.9,30,barley
24,30,25,23.4,83.1,5.6,193.5,72,pulses
45,34,30,26.6,56.5,5.6,119.0,32,barley
39,50,53,30.9,53.5,6.1,100.1,29,millet
66,54,50,23.3,59.9,6.8,139.3,38,wheat
45,31,40,28.2,63.4,5.9,117.8,29,barley
40,45,46,31.9,50.4,6.3,81.1,28,millet
37,55,53,29.0,50.5,6.0,91.9,27,millet
71,51,57,28.3,72.7,6.8,254.6,77,sugarcane
87,56,43,23.2,89.6,6.7,235.9,60,rice
51,45,42,26.1,65.2,6.7,131.6,42,wheat
66,59,43,27.2,65.5,7.0,110.0,42,wheat
72,39,64,26.9,79.9,6.9,160.8,61,groundnut
54,49,48,30.9,74.3,6.4,152.3,59,cotton
76,50,58,30.0,76.7,6.2,257.5,83,sugarcane
55,48,45,29.2,71.1,6.6,157.2,59,cotton
29,25,30,25.6,85.3,6.2,238.8,76,pulses
85,55,46,21.1,85.3,6.5,239.9,73,rice
42,53,46,29.7,54.2,6.3,95.4,27,millet
41,46,46,28.7,56.2,6.4,98.3,30,millet
74,41,59,26.0,83.7,6.7,264.6,79,sugarcane
57,42,49,28.5,65.9,6.8,143.7,52,cotton
48,36,38,29.6,62.1,5.6,119.6,35,barley
74,59,41,21.2,78.8,6.7,132.5,46,maize
54,38,36,25.2,55.5,6.1,97.3,34,barley
98,51,55,23.2,84.3,6.6,238.6,67,rice
54,40,35,29.7,63.6,5.8,86.8,30,barley
77,59,39,22.4,67.1,7.0,161.6,60,maize
36,52,47,31.5,53.6,6.4,113.7,35,millet
38,47,49,29.2,53.4,6.3,95.0,32,millet
93,53,58,22.7,88.5,6.1,203.2,64,rice
73,52,59,27.8,79.0,6.6,208.8,80,sugarcane
76,57,37,23.1,64.2,6.7,164.6,52,maize
40,45,55,31.0,54.0,6.2,83.4,26,millet
59,49,43,29.9,66.6,6.3,136.1,65,cotton
74,40,63,27.3,77.4,6.8,173.6,64,groundnut
77,55,55,26.0,76.3,6.7,224.7,84,sugarcane
20,30,26,23.3,86.0,5.6,215.7,65,pulses
58,45,43,30.0,65.2,6.6,154.3,64,cotton
46,37,30,28.6,61.1,6.1,98.3,32,barley
99,59,53,20.8,87.7,6.4,215.9,73,rice
87,59,37,25.6,65.2,6.6,136.4,53,maize
66,47,40,22.1,68.6,6.9,140.9,40,wheat
85,50,44,25.9,63.5,6.9,141.1,55,maize
59,60,40,22.5,64.1,7.2,133.8,36,wheat
58,48,49,28.1,69.5,6.5,152.1,60,cotton
69,35,63,26.4,77.5,6.5,152.6,66,groundnut
54,41,49,28.3,69.9,6.3,166.8,51,cotton
72,30,58,29.6,76.4,6.5,178.4,55,groundnut
72,50,57,29.5,89.4,6.7,214.2,71,sugarcane
72,30,63,25.2,76.6,6.6,146.4,67,groundnut
67,48,46,25.5,63.4,7.1,116.1,44,wheat
80,45,64,29.0,76.4,6.8,257.4,70,sugarcane
53,37,36,26.8,55.9,5.7,82.1,28,barley
70,36,61,29.3,78.3,6.7,154.9,60,groundnut
68,38,55,28.2,75.5,6.9,178.4,70,groundnut
75,35,56,26.9,79.9,7.0,144.3,67,groundnut
24,35,24,22.1,85.6,6.1,207.4,71,pulses
61,45,45,25.6,62.4,6.7,105.7,42,wheat
53,41,41,27.8,67.3,6.6,120.6,55,cotton
79,50,51,28.1,75.5,6.5,230.5,83,sugarcane
43,47,52,30.9,56.3,6.3,109.7,25,millet
72,49,54,29.4,79.9,6.9,258.7,78,sugarcane
52,42,49,31.7,67.0,6.4,168.4,55,cotton
45,39,35,26.9,60.4,6.0,92.1,27,barley
59,54,43,24.5,56.6,6.6,104.9,36,wheat
50,36,39,25.8,64.3,5.7,109.6,27,barley
52,35,40,29.9,60.5,5.8,119.0,26,barley
55,31,36,28.0,60.5,6.0,98.7,30,barley
86,55,59,21.7,84.8,6.2,215.0,63,rice
75,50,65,26.6,73.2,6.8,256.3,85,sugarcane
59,45,47,27.2,69.7,6.2,168.5,56,cotton
70,50,43,22.4,64.4,6.8,140.7,40,wheat
76,52,56,26.6,73.5,6.5,262.4,83,sugarcane
48,33,37,27.0,57.2,6.0,101.0,30,barley
51,47,46,26.9,60.6,6.5,145.5,42,wheat
29,25,26,25.8,88.9,5.9,235.0,67,pulses
57,50,50,31.0,66.6,6.8,142.2,60,cotton
50,40,44,28.4,72.3,6.2,168.8,60,cotton
82,51,41,25.1,70.4,6.7,163.3,45,maize
55,38,35,28.6,60.6,6.0,112.3,34,barley
89,57,49,21.4,75.5,6.3,189.2,79,rice
58,50,43,24.3,65.5,6.8,126.5,38,wheat
37,53,51,30.5,54.3,6.5,111.2,27,millet
39,45,46,29.5,52.6,6.4,109.3,26,millet
41,45,47,29.9,52.2,6.5,107.9,26,millet
50,35,40,28.1,59.7,5.8,96.7,31,barley
93,53,46,23.8,77.8,6.4,209.6,74,rice
74,38,56,25.0,79.1,6.6,144.5,65,groundnut
54,40,40,27.9,63.1,5.9,96.3,34,barley
41,50,50,30.4,53.5,6.4,87.8,33,millet
75,58,44,21.9,78.5,7.0,161.6,46,maize
77,46,57,26.9,80.8,6.7,298.9,77,sugarcane
52,59,45,26.6,68.6,7.0,109.5,40,wheat
27,31,29,22.7,84.7,5.8,220.5,80,pulses
23,25,26,23.9,83.3,5.5,244.7,73,pulses
38,54,49,30.9,52.9,6.5,99.2,35,millet
80,60,35,25.2,66.9,6.8,177.7,58,maize
100,42,42,23.5,85.2,6.5,219.4,62,rice
73,37,61,28.7,78.1,6.8,159.6,68,groundnut
70,40,64,27.4,79.2,6.9,164.5,66,groundnut
36,53,49,31.6,52.3,6.1,96.1,28,millet
51,32,31,25.7,57.0,5.6,93.7,32,barley
65,46,48,24.2,68.2,6.5,117.2,36,wheat
54,47,47,30.7,72.7,6.8,120.5,61,cotton
53,44,42,27.3,68.9,6.5,173.9,55,cotton
52,49,46,30.2,70.2,6.4,147.6,62,cotton
63,60,47,26.5,68.2,6.5,135.9,44,wheat
55,41,43,30.4,66.3,6.2,178.9,63,cotton
75,36,63,27.4,77.8,6.6,180.0,57,groundnut
29,33,21,24.2,80.5,5.7,207.4,73,pulses
98,52,55,21.8,75.5,6.1,216.1,73,rice
86,57,46,23.8,75.4,6.6,186.3,60,rice
67,33,64,29.1,74.0,6.8,142.2,63,groundnut
70,31,64,26.7,74.0,6.9,140.7,55,groundnut
80,50,58,24.2,89.0,6.2,239.2,79,rice
52,44,41,28.2,74.4,6.4,128.2,64,cotton
69,54,41,23.0,56.2,7.0,147.9,39,wheat
51,57,40,25.6,62.9,6.5,142.1,42,wheat
68,52,54,29.1,77.5,6.6,253.9,73,sugarcane
50,50,48,31.4,66.9,6.4,156.3,52,cotton
54,33,30,26.2,59.8,6.0,96.1,27,barley
46,30,33,30.0,61.9,5.6,87.3,27,barley
54,41,49,30.2,70.3,6.8,138.5,53,cotton
88,57,45,24.2,61.3,6.8,161.7,50,maize
70,54,42,23.2,61.4,7.0,138.9,45,wheat
53,55,48,26.3,64.9,7.0,129.1,36,wheat
92,46,44,24.8,82.8,6.3,194.6,71,rice
37,49,54,29.2,59.9,6.4,104.3,35,millet
53,41,46,31.4,65.6,6.5,126.2,51,cotton
67,56,43,23.3,58.3,6.6,122.4,35,wheat
55,48,44,32.0,65.5,6.6,174.9,59,cotton
86,59,40,24.9,67.7,7.0,129.6,53,maize
65,49,58,25.1,82.1,6.2,224.0,73,sugarcane
60,41,41,29.1,72.7,6.7,158.7,65,cotton
78,55,42,22.7,60.9,6.8,199.3,49,maize
65,52,63,27.0,70.1,6.2,249.6,73,sugarcane
65,36,60,29.6,76.1,6.8,154.0,61,groundnut
98,48,46,22.8,90.0,6.3,208.1,67,rice
73,45,63,29.6,89.2,6.6,218.5,72,sugarcane
88,52,40,25.0,61.6,6.6,186.6,47,maize
25,33,26,24.2,87.8,5.6,210.0,80,pulses
87,57,56,20.4,82.0,6.2,226.1,61,rice
67,40,57,26.4,74.9,6.8,164.3,55,groundnut
72,53,41,25.8,69.2,6.6,125.8,45,maize
45,55,48,30.9,59.9,6.3,95.9,31,millet
30,27,22,25.0,81.7,6.0,208.8,80,pulses
37,50,48,29.7,50.6,6.5,111.2,26,millet
89,53,43,24.3,88.0,6.4,243.1,64,rice
53,43,43,29.4,73.7,6.8,166.5,56,cotton
46,32,36,25.6,55.4,6.1,118.5,33,barley
68,32,61,28.2,71.9,7.0,170.1,57,groundnut
44,50,47,31.4,59.1,6.4,92.8,35,millet
77,58,42,23.3,68.4,6.6,183.2,55,maize
47,40,34,25.9,57.2,5.9,99.1,34,barley
39,53,49,28.2,56.7,6.3,107.9,27,millet
82,43,50,21.2,86.5,6.3,204.5,73,rice
89,60,40,22.4,75.2,6.9,166.8,54,maize
94,53,49,21.1,77.1,6.5,207.4,80,rice
42,53,52,28.9,55.9,6.2,96.7,31,millet
26,33,23,24.6,86.4,5.6,217.1,71,pulses
73,52,44,23.9,64.8,6.8,153.8,48,maize
89,55,42,23.6,89.4,6.5,195.3,60,rice
42,50,51,29.5,52.8,6.1,88.2,30,millet
87,51,39,25.1,69.7,6.7,177.3,54,maize
96,59,44,20.2,86.1,6.0,190.6,62,rice
53,40,35,28.0,60.7,5.9,105.0,31,barley
71,56,36,22.0,77.6,6.8,138.2,51,maize
45,47,48,28.1,54.3,6.5,86.4,25,millet
51,49,49,31.4,71.3,6.6,139.1,50,cotton
66,60,45,27.6,55.3,7.1,142.2,39,wheat
77,56,45,22.8,69.1,6.8,180.9,57,maize
75,40,55,28.1,76.2,6.7,146.6,59,groundnut
22,34,22,25.8,83.8,5.6,240.7,73,pulses
45,30,33,27.4,63.3,5.6,93.5,29,barley
56,46,50,24.3,63.9,6.6,112.7,45,wheat
35,51,48,28.7,55.9,6.4,103.0,30,millet
57,46,40,29.7,73.4,6.4,164.4,64,cotton
54,35,40,27.5,59.8,5.6,85.2,25,barley
22,26,28,23.1,81.2,5.8,248.8,66,pulses
50,50,42,29.5,69.1,6.3,133.2,62,cotton
69,45,52,27.7,82.9,6.8,212.2,82,sugarcane
43,47,48,30.1,58.9,6.3,100.3,32,millet
82,57,41,22.3,80.2,6.7,246.8,77,rice
26,32,22,22.9,87.7,5.8,228.4,72,pulses
82,60,50,20.8,83.9,6.3,198.2,78,rice
51,41,45,27.5,69.5,6.5,172.0,55,cotton
54,46,50,28.1,68.1,6.6,172.9,50,cotton
57,41,45,28.9,71.7,6.7,167.7,53,cotton
77,40,65,27.6,87.8,6.5,258.8,72,sugarcane
47,37,30,25.9,63.2,5.7,99.6,29,barley
97,54,52,23.4,77.2,6.3,205.5,69,rice
68,40,65,26.5,77.4,6.6,140.2,68,groundnut
59,51,46,27.5,67.4,6.7,127.1,43,wheat
46,34,30,28.9,56.9,6.1,82.0,35,barley
38,53,55,29.1,58.2,6.4,84.3,30,millet
77,49,63,27.3,75.3,6.2,202.4,70,sugarcane
23,35,23,25.1,86.1,6.1,232.5,78,pulses
38,45,49,30.5,51.6,6.4,100.2,29,millet
80,54,42,24.3,84.2,6.5,241.1,60,rice
39,49,51,29.5,50.9,6.4,119.8,26,millet
51,31,30,26.1,59.5,5.8,114.6,26,barley
66,60,43,23.2,61.9,7.2,105.7,41,wheat
50,45,47,28.0,65.2,6.6,154.6,62,cotton
46,32,30,29.8,55.3,6.0,80.0,34,barley
71,31,60,26.1,74.6,6.7,160.4,68,groundnut
71,42,64,27.5,74.6,6.6,282.5,84,sugarcane
38,50,53,28.3,50.5,6.3,95.8,29,millet
57,54,40,24.9,62.0,6.9,135.3,42,wheat
22,35,28,22.6,81.1,6.1,196.4,69,pulses
26,31,28,23.2,86.3,5.9,192.6,76,pulses
46,33,35,27.4,57.3,5.5,116.1,33,barley
74,41,51,27.4,72.4,6.6,252.5,79,sugarcane
56,49,50,24.4,67.5,7.1,148.1,38,wheat
91,40,43,20.1,85.1,6.0,196.3,79,rice
47,35,31,27.1,60.6,5.6,93.5,33,barley
78,55,35,25.3,71.4,6.6,171.1,48,maize
68,59,40,25.9,56.2,7.2,122.9,41,wheat
44,48,55,31.2,59.1,6.2,84.2,32,millet
29,25,21,24.0,82.3,5.9,221.9,79,pulses
78,45,61,28.4,79.6,6.9,292.1,78,sugarcane
37,51,53,30.3,58.7,6.0,93.7,25,millet
83,60,44,25.6,68.0,6.8,168.7,45,maize
26,26,23,25.5,83.5,5.8,217.8,66,pulses
50,37,40,25.7,63.4,5.7,95.7,25,barley
57,41,41,31.9,70.6,6.2,143.8,59,cotton
100,51,53,24.4,82.7,6.3,190.2,76,rice
65,44,53,25.6,84.5,6.7,250.7,70,sugarcane
99,57,53,22.5,86.1,6.6,202.3,65,rice
70,54,50,26.6,77.8,6.7,299.0,73,sugarcane
41,54,50,31.3,58.8,6.3,91.8,30,millet
70,50,49,22.3,68.8,7.1,149.0,43,wheat
80,51,42,25.6,72.0,6.8,146.2,55,maize
80,44,53,29.5,76.7,6.3,216.0,83,sugarcane
99,47,48,23.7,87.4,6.1,242.9,72,rice
60,42,42,31.4,73.1,6.7,144.2,64,cotton
84,57,59,23.9,82.5,6.3,219.7,62,rice
37,47,45,28.2,56.5,6.2,84.3,26,millet
42,55,52,31.7,52.7,6.4,114.4,31,millet
62,58,50,24.6,61.3,6.9,137.5,43,wheat
28,26,25,24.6,86.5,5.8,233.5,73,pulses
59,50,50,26.2,68.8,6.8,112.1,43,wheat
80,51,61,26.7,71.1,6.6,231.8,78,sugarcane
37,54,48,31.9,58.2,6.4,92.4,25,millet
78,52,35,25.3,60.5,6.9,153.3,56,maize
23,26,28,24.0,82.6,5.9,187.5,79,pulses
78,55,54,25.6,88.9,6.3,261.0,80,sugarcane
88,60,57,25.0,76.2,6.8,181.1,79,rice
62,48,50,27.0,65.6,6.9,118.3,36,wheat
55,58,41,26.2,57.3,6.7,123.9,39,wheat
79,53,41,24.1,66.0,6.8,150.0,58,maize
80,60,45,25.0,68.7,6.6,125.2,48,maize
24,29,28,23.8,82.5,5.5,216.5,76,pulses
90,53,51,20.7,77.8,6.3,211.9,63,rice
24,25,26,24.0,89.3,5.9,182.3,70,pulses
66,59,50,26.1,59.1,7.1,107.2,36,wheat
54,34,37,26.0,63.5,5.8,85.0,35,barley
81,57,45,20.5,77.5,6.3,199.4,66,rice
73,59,41,24.4,66.3,6.8,176.4,46,maize
67,39,60,25.2,77.7,6.6,153.7,56,groundnut
65,59,42,26.1,55.0,6.7,110.0,37,wheat
88,44,52,24.3,76.0,6.4,204.8,64,rice
67,40,63,27.8,71.1,6.8,169.9,58,groundnut
72,32,61,26.0,78.3,6.9,175.6,61,groundnut
73,40,56,28.7,73.7,6.6,173.6,63,groundnut
37,52,54,29.3,56.4,6.3,107.4,29,millet
91,51,52,24.1,81.7,6.2,235.8,64,rice
41,48,46,30.4,55.3,6.2,94.7,27,millet
53,49,40,26.0,67.3,6.9,146.2,38,wheat
52,30,39,27.7,60.1,5.7,81.5,26,barley
81,58,41,20.1,76.3,6.6,183.7,60,rice
74,54,43,21.5,77.3,6.8,157.2,47,maize
75,36,62,28.3,79.1,6.9,156.1,68,groundnut
22,34,20,24.6,84.8,6.2,208.2,77,pulses
74,52,55,25.9,81.0,6.8,265.7,79,sugarcane
95,60,51,21.6,79.7,6.4,242.1,76,rice
39,55,51,28.5,53.3,6.2,105.9,27,millet
87,45,46,22.1,82.5,6.4,241.0,78,rice
26,27,29,25.1,88.8,5.5,192.6,77,pulses
22,33,30,25.1,86.6,5.8,212.6,67,pulses
45,35,38,25.3,60.1,5.9,90.6,34,barley
65,34,57,29.4,78.0,6.6,161.7,56,groundnut
55,37,32,27.9,58.8,5.6,104.2,35,barley
77,54,45,25.4,76.1,6.6,145.8,58,maize
53,33,32,29.2,59.3,6.0,103.1,31,barley
80,53,64,30.0,79.2,6.7,256.9,71,sugarcane
51,52,50,25.2,69.5,7.1,109.4,41,wheat
68,38,63,28.7,79.7,6.8,144.5,63,groundnut
71,49,65,26.3,73.2,6.7,291.9,83,sugarcane
53,44,45,27.8,68.0,6.4,178.0,55,cotton
71,30,63,25.2,77.0,6.9,155.7,55,groundnut
44,51,46,28.2,56.7,6.1,83.1,25,millet
36,45,48,30.1,51.2,6.4,102.5,34,millet
58,43,46,27.6,66.0,6.4,149.8,51,cotton
28,31,30,24.8,82.1,5.8,199.5,72,pulses
84,45,58,23.7,75.7,6.6,182.2,66,rice
51,50,49,31.6,65.2,6.5,127.5,59,cotton
69,30,59,28.5,70.8,6.8,148.3,62,groundnut
38,51,45,28.0,53.2,6.1,82.9,26,millet
66,48,55,29.3,87.9,6.7,237.5,71,sugarcane
48,36,35,27.9,57.9,5.6,87.9,27,barley
35,47,46,29.1,57.0,6.4,118.0,33,millet
68,52,51,26.8,84.4,6.9,252.8,79,sugarcane
75,35,63,25.4,71.2,6.5,162.0,65,groundnut
70,59,35,23.4,70.0,6.9,188.4,59,maize
87,56,45,22.7,79.8,6.8,173.1,59,maize
28,27,30,25.0,87.9,5.6,245.8,66,pulses
68,31,61,26.0,73.8,6.7,155.7,62,groundnut
48,30,32,29.1,63.8,6.1,118.9,26,barley
26,29,29,25.8,88.5,5.8,185.0,66,pulses
55,53,49,26.0,61.0,7.1,123.8,43,wheat
50,60,50,26.7,55.1,6.9,131.0,43,wheat
57,49,44,27.7,72.7,6.5,165.9,63,cotton
89,48,55,20.3,79.7,6.4,207.3,74,rice
29,25,20,25.0,82.5,6.2,191.3,73,pulses
60,47,49,30.1,65.0,6.3,126.9,65,cotton
74,37,57,27.2,79.0,6.9,150.7,69,groundnut
54,32,34,25.4,61.0,5.8,95.6,30,barley
90,57,44,21.3,73.6,6.8,165.3,51,maize
74,59,36,21.7,66.2,6.7,161.1,48,maize
70,40,62,28.5,73.3,6.9,140.8,58,groundnut
54,33,34,27.2,57.2,6.0,97.0,25,barley
29,26,20,25.5,84.0,5.6,243.6,73,pulses
72,50,39,25.9,76.9,6.8,137.3,59,maize
52,48,42,29.9,73.6,6.4,149.6,60,cotton
41,54,47,28.8,58.4,6.4,90.2,34,millet
74,40,63,28.0,73.7,6.5,142.1,68,groundnut
51,32,34,29.2,58.1,6.0,87.5,28,barley
50,36,30,28.0,58.9,5.7,116.4,31,barley
70,39,65,28.1,71.1,6.5,150.3,57,groundnut
25,34,20,24.3,81.6,5.5,216.2,70,pulses
72,31,63,29.1,75.7,6.9,178.3,70,groundnut
63,49,43,24.0,66.1,6.8,135.3,36,wheat
56,56,41,24.2,57.1,6.6,148.8,35,wheat
71,56,39,23.3,75.0,6.5,142.2,60,maize
85,50,44,22.1,60.9,7.0,166.8,50,maize
65,49,63,28.0,76.5,6.8,234.4,77,sugarcane
66,49,63,29.8,71.2,6.3,254.5,73,sugarcane
98,54,59,21.1,83.0,6.5,224.5,71,rice
88,41,49,22.4,77.8,6.2,189.3,67,rice
52,45,43,29.4,69.3,6.2,145.8,63,cotton
67,36,63,25.6,71.8,6.8,151.4,64,groundnut
38,46,46,30.7,54.9,6.5,115.4,32,millet
99,60,49,22.0,76.3,6.4,196.0,80,rice
54,55,41,27.0,69.7,6.9,125.5,40,wheat
66,41,57,29.0,74.7,6.5,285.6,79,sugarcane
25,35,21,23.1,89.6,5.5,236.6,73,pulses
22,29,22,24.6,88.4,5.8,227.4,73,pulses
39,49,47,28.0,59.2,6.4,110.9,35,millet
52,45,43,23.8,68.1,7.2,143.1,43,wheat
84,56,42,24.5,72.5,6.5,143.4,58,maize
65,51,50,27.1,72.2,6.3,218.4,71,sugarcane
52,41,46,27.9,70.5,6.8,150.6,54,cotton
51,32,35,29.9,59.5,6.1,80.8,34,barley
50,41,44,30.8,69.2,6.4,148.2,54,cotton
35,51,46,30.2,60.0,6.4,96.1,34,millet
63,57,40,25.7,58.2,6.9,100.4,37,wheat
55,44,46,28.6,67.6,6.5,154.7,62,cotton
65,55,48,25.5,63.0,6.6,149.4,44,wheat
79,49,51,27.3,89.6,6.3,218.6,82,sugarcane
74,37,63,26.7,71.7,6.9,158.5,66,groundnut
68,55,61,25.5,85.8,6.6,298.6,79,sugarcane
53,36,36,26.9,57.0,6.0,96.9,29,barley
95,59,50,20.6,89.4,6.6,204.9,78,rice
21,31,30,25.4,87.1,6.0,223.1,67,pulses
87,42,56,21.9,81.9,6.3,205.2,74,rice
39,50,53,30.2,58.7,6.4,88.4,26,millet
74,31,56,25.9,77.1,6.6,165.3,67,groundnut
65,52,45,27.0,69.9,6.7,106.6,40,wheat
67,34,62,25.3,73.2,6.9,171.2,61,groundnut
98,49,55,22.5,84.5,6.0,185.7,76,rice
62,47,48,25.5,62.7,6.9,125.7,35,wheat
70,52,48,23.7,65.9,6.6,115.0,37,wheat
62,57,48,24.2,69.3,6.7,145.0,35,wheat
87,40,47,24.2,75.4,6.6,181.8,77,rice
41,54,49,30.2,50.9,6.1,98.9,27,millet
56,44,46,27.8,69.8,6.6,126.3,53,cotton
77,52,38,25.5,60.7,6.5,167.4,52,maize
68,39,56,30.0,77.2,6.8,165.2,56,groundnut
79,55,44,21.5,72.0,6.6,184.1,59,maize
76,45,53,26.1,83.2,6.3,218.2,77,sugarcane
20,27,28,24.6,89.9,5.8,186.8,66,pulses
87,59,40,21.3,60.2,6.6,177.1,49,maize
51,58,41,27.7,68.6,7.0,138.4,37,wheat
49,31,39,29.9,61.9,5.7,116.8,31,barley
75,41,50,28.9,72.7,6.6,207.7,75,sugarcane
35,55,47,29.4,56.2,6.3,92.0,30,millet
100,59,43,22.5,78.8,6.3,219.7,80,rice
75,33,58,25.2,71.9,6.5,159.5,63,groundnut
45,49,46,30.0,59.4,6.5,88.3,25,millet
83,60,39,22.0,69.3,6.6,133.2,57,maize
66,45,52,26.7,76.3,6.5,237.9,76,sugarcane
53,42,42,27.5,71.4,6.7,169.7,57,cotton
65,60,40,27.1,66.7,7.0,101.7,44,wheat
27,34,21,24.6,82.5,5.6,197.5,76,pulses
94,51,56,23.7,79.1,6.5,236.4,73,rice
79,45,60,28.9,82.1,6.3,285.3,75,sugarcane
83,56,41,21.2,64.2,6.8,169.3,60,maize
70,38,63,30.0,73.8,7.0,161.6,60,groundnut
21,32,25,22.8,88.1,5.7,240.0,72,pulses
68,38,62,28.9,70.9,6.9,166.5,61,groundnut
59,49,48,28.2,71.5,6.4,177.6,64,cotton
66,30,57,27.0,77.9,6.5,141.0,61,groundnut
88,57,38,24.9,73.2,6.6,170.8,57,maize
44,55,52,30.4,58.2,6.4,84.1,26,millet
74,34,62,27.8,79.4,6.6,159.2,65,groundnut
67,31,61,28.2,73.5,6.5,173.3,59,groundnut
23,35,28,25.4,80.5,5.8,214.5,70,pulses
46,34,38,26.3,57.3,5.7,108.2,30,barley
81,40,46,24.1,76.8,6.3,224.4,64,rice
45,39,39,27.3,61.9,5.7,108.9,30,barley
58,41,42,27.7,72.7,6.5,148.2,50,cotton
94,56,56,24.9,75.4,6.1,194.8,80,rice
80,50,53,26.6,85.5,6.5,242.5,76,sugarcane
67,52,60,28.4,71.5,6.5,235.9,75,sugarcane
40,48,49,29.0,55.5,6.5,81.3,27,millet
62,49,48,24.3,63.4,6.9,120.3,36,wheat
57,42,40,29.5,74.9,6.5,175.0,63,cotton
87,50,47,21.7,80.4,6.6,244.6,64,rice
36,46,50,30.2,58.2,6.0,116.8,25,millet
38,48,51,31.2,50.3,6.4,91.0,32,millet
46,33,38,27.2,58.1,5.6,92.5,25,barley
68,46,42,25.5,63.0,6.7,131.2,36,wheat
74,37,59,29.7,78.7,6.7,151.4,57,groundnut
70,34,62,28.9,77.9,6.6,169.7,62,groundnut
65,40,56,26.1,81.0,6.6,228.8,84,sugarcane
74,58,37,25.9,63.7,6.9,155.2,47,maize
68,55,42,24.0,56.1,6.8,142.1,38,wheat
57,48,50,29.3,65.6,6.5,153.1,58,cotton
25,31,20,24.7,81.3,5.5,200.3,69,pulses
66,35,63,29.4,73.8,6.9,156.7,58,groundnut
51,32,39,29.9,57.2,5.5,109.2,32,barley
83,47,48,21.1,80.2,6.3,227.1,79,rice
70,58,40,25.4,58.8,7.1,100.7,36,wheat
52,53,49,22.1,69.3,7.1,106.5,43,wheat
71,55,53,28.4,81.2,6.6,203.2,85,sugarcane
39,47,53,30.2,58.2,6.3,82.6,34,millet
29,31,23,22.0,81.9,5.9,197.4,75,pulses
68,54,53,26.1,88.7,6.3,259.4,75,sugarcane
68,54,48,26.7,69.5,6.6,149.5,35,wheat
67,51,43,22.6,66.7,6.7,139.4,45,wheat
30,32,27,25.8,85.9,5.5,224.6,71,pulses
69,45,60,27.4,87.2,6.7,269.7,84,sugarcane
49,40,38,25.9,61.3,5.9,102.9,29,barley
92,58,53,22.8,86.1,6.7,206.0,66,rice
73,58,39,23.0,76.5,7.0,175.9,49,maize
24,27,30,22.3,88.7,5.8,190.1,75,pulses
58,46,42,31.3,71.1,6.7,171.3,55,cotton
28,33,28,24.8,89.6,6.1,206.7,67,pulses
95,42,55,22.0,77.9,6.2,244.4,60,rice
55,43,42,29.1,72.8,6.3,168.7,55,cotton
57,48,44,29.1,71.9,6.3,169.8,65,cotton
75,59,42,25.0,79.7,6.5,174.2,51,maize
71,58,42,21.4,76.0,6.9,166.0,59,maize
41,53,55,28.6,52.9,6.2,92.8,30,millet
65,57,41,24.4,55.4,6.8,125.6,37,wheat
65,45,61,27.3,82.3,6.2,263.8,85,sugarcane
52,31,32,28.1,55.7,5.6,102.7,31,barley
45,50,48,31.0,51.6,6.1,92.8,30,millet
49,40,36,26.0,63.7,5.7,84.5,29,barley
83,41,51,24.5,84.9,6.3,204.6,74,rice
59,59,44,22.5,64.5,7.0,148.5,45,wheat
54,42,41,27.3,65.0,6.3,153.4,56,cotton
87,60,38,23.5,76.8,6.9,166.5,46,maize
22,28,28,23.0,84.0,5.7,248.0,68,pulses
27,33,26,23.2,80.1,5.8,195.6,68,pulses
44,54,47,29.1,51.4,6.1,117.8,28,millet
44,49,51,30.1,50.7,6.5,118.4,33,millet
75,51,35,22.5,61.0,6.7,181.3,58,maize
50,47,45,31.6,69.2,6.2,123.9,56,cotton
75,45,61,28.7,72.1,6.4,276.4,71,sugarcane
60,45,50,30.7,67.7,6.3,177.4,63,cotton
